DIDI-NLP	0.461973711514551
ICL	0.43323165296100735
IIE-MT	0.4621589304869746
KwaiNLP	0.4755800232163093
Online-B	0.4384541295639008
ZengHuiMT	0.4125033613108863
metricsystem1	0.4843167110635025
yyds	0.4780575909118266
Online-W	0.3580119077716734
MiSS	0.4833976636512599
NiuTrans	0.4866732388000469
UF	0.4473630413393924
metricsystem5	0.4160018738691965
metricsystem4	0.3778449491180816
Facebook-AI	0.4766051329947718
HuaweiTSC	0.4344816291083255
Online-A	0.25343406082798386
Online-G	0.3230634121572335
Online-Y	0.2478703171439331
P3AI	0.4585036255602842
SMU	0.4667078660125988
XMU	0.4210094841114901
metricsystem3	0.4235913109041949
Borderline	0.4829953202119124
HappyNewYear	0.41717558096734775
NJUSC_TSC	0.4274063042529478
metricsystem2	0.4810504975940964
Machine_Translation	0.4326790778264709
ref-B	0.4755544313669465
