DIDI-NLP	0.5721172454644537
ICL	0.5307556861194971
IIE-MT	0.5859006793674242
KwaiNLP	0.5919049620461981
Online-B	0.5508652800585103
ZengHuiMT	0.5292271929190664
metricsystem1	0.5952357813692987
yyds	0.6174517811163189
Online-W	0.4473878147407556
MiSS	0.6272891567641338
NiuTrans	0.5878642608862928
UF	0.6392142346886118
metricsystem5	0.5306328139918066
metricsystem4	0.4726247571904051
Facebook-AI	0.5774057959827922
HuaweiTSC	0.5472550845878998
Online-A	0.3418126336922315
Online-G	0.4255049234214076
Online-Y	0.3310938009301877
P3AI	0.5402913061114032
SMU	0.5895045565305472
XMU	0.5398818860700626
metricsystem3	0.5347196872468495
Borderline	0.6057152425998428
HappyNewYear	0.5103799181175658
NJUSC_TSC	0.5374038100693933
metricsystem2	0.5956105474426623
Machine_Translation	0.5330667183036463
ref-A	0.47240809373484904
