Facebook-AI	0.6695082825347781
Online-A	0.6277283858060837
Online-B	0.6377259592767804
P3AI	0.6121555416211486
ICL	0.6415725985951721
Online-G	0.6089642052520067
Online-Y	0.5677008453514427
UEdin	0.6380528545752168
happypoet	0.4463956729080528
Borderline	0.6197115848641842
Manifold	0.6046005611792207
Online-W	0.6499519624691457
UF	0.6382243662495166
HuaweiTSC	0.6441734549235553
Nemo	0.640795193053782
SMU	0.5985516872890294
VolcTrans-AT	0.6258999608829617
Watermelon	0.6263321863040328
VolcTrans-GLAT	0.6241475880499929
ref-A	0.5639146824721247
