BUPT_rush	0.42494449154204295
ICL	0.463328508691799
NiuTrans	0.4831108126172168
Online-A	0.3397288088762981
SMU	0.4743225043955558
ephemeraler	0.3818411107254986
bjtu_nmt	0.4740900631153774
HuaweiTSC	0.44652572718305794
P3AI	0.4357699391445119
nuclear_trans	0.4283947357833534
Online-G	0.3013025253617061
WeChat-AI	0.5007591267393348
ZengHuiMT	0.4477281910859926
MiSS	0.4676684611337538
windfall	0.3951706359843294
happypoet	0.3639958926723775
Online-W	0.4683297191134946
Online-Y	0.31661544779051626
Machine_Translation	0.4667270233140823
Online-B	0.458036420126994
Borderline	0.4732385658623721
Facebook-AI	0.4986881677808608
HappyNewYear	0.4683821282782657
Lan-Bridge-MT	0.4628541234810046
NJUSC_TSC	0.4389666647942153
capitalmarvel	0.37777913232406457
UF	0.4128415489851863
movelikeajaguar	0.3708227093604778
yyds	0.4742123289535681
ref-B	0.42688474641135055
