BUPT_rush	0.36751673570806215
ICL	0.3963871961794124
NiuTrans	0.4110138603298369
Online-A	0.29208784049261594
SMU	0.40182740288320007
ephemeraler	0.3110875168614491
bjtu_nmt	0.4087831379209985
HuaweiTSC	0.37996399145714654
P3AI	0.3746396093657184
nuclear_trans	0.36125184402070537
Online-G	0.2375411669130692
WeChat-AI	0.4374620947696848
ZengHuiMT	0.3862222611640176
MiSS	0.4037502107401927
windfall	0.3126349671857205
happypoet	0.3072804024242266
Online-W	0.3906885549861068
Online-Y	0.2541714067870152
Machine_Translation	0.4030102517571071
Online-B	0.380537706583426
Borderline	0.4033812511816413
Facebook-AI	0.4246813686650076
HappyNewYear	0.4033711240654755
Lan-Bridge-MT	0.40561433518100937
NJUSC_TSC	0.38134789266279656
capitalmarvel	0.2994017788597537
UF	0.3608573151551589
movelikeajaguar	0.3092775781677958
yyds	0.4067020666192541
ref-A	0.4207317402880051
