ICL	0.1956987441768368
Online-W	0.5458583370438533
metricsystem2	0.4929363454567518
metricsystem4	0.4995031739824903
nuclear_trans	0.3863820813655735
UEdin	0.5168570387595428
eTranslation	0.5059861986936923
Online-G	0.4392613301615039
UF	0.5073472347218327
metricsystem1	0.5155317971367619
BUPT_rush	0.37146350975053577
Facebook-AI	0.5673316703019979
Manifold	0.4965566897973002
Online-A	0.5105716817549424
P3AI	0.49766468207078596
VolcTrans-AT	0.5184223625563575
VolcTrans-GLAT	0.5420599741370468
WeChat-AI	0.5484504846692413
happypoet	0.4515186086475492
metricsystem5	0.4949029334123709
Online-B	0.501960829060205
HuaweiTSC	0.5155721798356987
Online-Y	0.4653383203207733
Nemo	0.5313356626451671
metricsystem3	0.4813865591714274
ref-B	0.5590452246587285
ref-C	0.5395760091854457
ref-D	0.5293435405646106
